,cumsum,log10_cumsum,rolling,log10_rolling
2020-02-27,1,0.0,1.0,0.0
2020-03-05,2,0.301,1.0,0.0
2020-03-15,3,0.477,1.0,0.0
2020-03-16,4,0.602,1.0,0.0
2020-03-17,5,0.699,1.0,0.0
2020-03-23,6,0.778,1.0,0.0
2020-03-26,9,0.954,2.0,0.301
2020-03-31,10,1.0,2.0,0.301
2020-04-02,11,1.041,1.0,0.0
2020-04-03,17,1.23,2.6666666666666665,0.426
2020-04-04,20,1.301,2.75,0.439
2020-04-05,21,1.322,2.4,0.38
2020-04-06,22,1.342,2.1666666666666665,0.336
2020-04-07,27,1.431,2.8333333333333335,0.452
2020-04-08,28,1.447,2.5714285714285716,0.41
