,cumsum,log10_cumsum,rolling,log10_rolling
2020-02-26,1,0.0,1.0,0.0
2020-03-17,2,0.301,1.0,0.0
2020-03-22,4,0.602,3.0,0.477
2020-03-23,7,0.845,6.0,0.778
2020-03-24,10,1.0,8.0,0.903
2020-03-25,11,1.041,9.0,0.954
2020-03-26,14,1.146,12.0,1.079
2020-03-27,16,1.204,14.0,1.146
2020-03-28,18,1.255,16.0,1.204
2020-03-29,19,1.279,15.0,1.176
2020-03-30,23,1.362,16.0,1.204
2020-03-31,24,1.38,14.0,1.146
2020-04-01,29,1.462,18.0,1.255
2020-04-02,35,1.544,21.0,1.322
2020-04-03,38,1.58,22.0,1.342
2020-04-04,45,1.653,27.0,1.431
2020-04-05,56,1.748,37.0,1.568
2020-04-06,57,1.756,34.0,1.531
2020-04-07,68,1.833,44.0,1.643
2020-04-08,75,1.875,46.0,1.663
