2020-02-14,1,0.0,1.0,0.0
2020-02-15,2,0.3010299956639812,2.0,0.3010299956639812
2020-02-16,3,0.47712125471966244,3.0,0.47712125471966244
2020-02-17,4,0.6020599913279624,4.0,0.6020599913279624
2020-02-18,5,0.6989700043360189,5.0,0.6989700043360189
2020-02-19,6,0.7781512503836436,6.0,0.7781512503836436
2020-02-20,7,0.8450980400142568,7.0,0.8450980400142568
2020-02-21,9,0.9542425094393249,8.0,0.9030899869919435
2020-02-22,13,1.1139433523068367,11.0,1.0413926851582251
2020-02-23,15,1.1760912590556813,12.0,1.0791812460476249
2020-02-25,18,1.255272505103306,13.0,1.1139433523068367
2020-02-26,23,1.3617278360175928,17.0,1.2304489213782739
2020-02-27,25,1.3979400086720377,18.0,1.255272505103306
2020-02-28,26,1.414973347970818,17.0,1.2304489213782739
2020-02-29,27,1.4313637641589874,14.0,1.146128035678238
2020-03-01,30,1.4771212547196624,15.0,1.1760912590556813
2020-03-03,39,1.591064607026499,21.0,1.3222192947339193
2020-03-04,47,1.6720978579357175,24.0,1.380211241711606
2020-03-05,55,1.7403626894942439,30.0,1.4771212547196624
2020-03-06,60,1.7781512503836436,34.0,1.5314789170422551
2020-03-07,67,1.8260748027008264,40.0,1.6020599913279623
2020-03-08,78,1.8920946026904804,48.0,1.6812412373755872
2020-03-09,84,1.9242792860618816,54.0,1.7323937598229686
2020-03-10,97,1.9867717342662448,58.0,1.7634279935629373
2020-03-11,102,2.0086001717619175,55.0,1.7403626894942439
2020-03-12,109,2.037426497940624,54.0,1.7323937598229686
2020-03-13,112,2.0492180226701815,52.0,1.7160033436347992
2020-03-14,119,2.0755469613925306,52.0,1.7160033436347992
2020-03-16,121,2.0827853703164503,37.0,1.568201724066995
2020-03-17,123,2.089905111439398,26.0,1.414973347970818
2020-03-18,128,2.1072099696478683,26.0,1.414973347970818
2020-03-19,132,2.12057393120585,23.0,1.3617278360175928
2020-03-20,138,2.1398790864012365,26.0,1.414973347970818
2020-03-21,140,2.146128035678238,21.0,1.3222192947339193
2020-03-22,143,2.155336037465062,24.0,1.380211241711606
2020-03-23,145,2.161368002234975,24.0,1.380211241711606
2020-03-24,148,2.1702617153949575,25.0,1.3979400086720377
2020-03-25,154,2.187520720836463,26.0,1.414973347970818
2020-03-26,157,2.1958996524092336,25.0,1.3979400086720377
2020-03-27,160,2.2041199826559246,22.0,1.3424226808222062
2020-03-28,163,2.2121876044039577,23.0,1.3617278360175928
2020-03-29,166,2.220108088040055,23.0,1.3617278360175928
2020-03-30,169,2.2278867046136734,24.0,1.380211241711606
2020-03-31,179,2.2528530309798933,31.0,1.4913616938342726
2020-04-01,183,2.2624510897304293,29.0,1.462397997898956
2020-04-02,190,2.278753600952829,33.0,1.5185139398778875
2020-04-03,202,2.305351369446624,42.0,1.6232492903979006
2020-04-04,220,2.342422680822206,57.0,1.7558748556724915
2020-04-05,227,2.3560258571931225,61.0,1.7853298350107671
