2020-02-22,1,0.0,1.0,0.0
2020-03-05,2,0.301,1.0,0.0
2020-03-18,3,0.477,1.0,0.0
2020-03-20,4,0.602,2.0,0.301
2020-03-24,5,0.699,3.0,0.477
2020-03-25,9,0.954,6.0,0.778
2020-03-26,10,1.0,7.0,0.845
2020-03-31,12,1.079,7.0,0.845
2020-04-01,15,1.176,6.0,0.778
