2020-02-14,1,0.0,1.0,0.0
2020-02-18,2,0.3010299956639812,2.0,0.3010299956639812
2020-02-19,4,0.6020599913279624,4.0,0.6020599913279624
2020-02-21,7,0.8450980400142568,6.0,0.7781512503836436
2020-02-22,17,1.2304489213782739,16.0,1.2041199826559248
2020-02-23,25,1.3979400086720377,24.0,1.380211241711606
2020-02-24,29,1.462397997898956,28.0,1.4471580313422192
2020-02-25,34,1.5314789170422551,32.0,1.505149978319906
2020-02-26,37,1.568201724066995,33.0,1.5185139398778875
2020-02-27,52,1.7160033436347992,48.0,1.6812412373755872
2020-02-28,64,1.806179973983887,57.0,1.7558748556724915
2020-02-29,68,1.8325089127062364,51.0,1.7075701760979363
2020-03-01,71,1.8512583487190752,46.0,1.662757831681574
2020-03-02,75,1.8750612633917,46.0,1.662757831681574
2020-03-03,77,1.8864907251724818,43.0,1.6334684555795864
2020-03-04,81,1.9084850188786497,44.0,1.6434526764861874
2020-03-05,84,1.9242792860618816,32.0,1.505149978319906
2020-03-06,91,1.9590413923210936,27.0,1.4313637641589874
2020-03-07,97,1.9867717342662448,29.0,1.462397997898956
2020-03-08,103,2.012837224705172,32.0,1.505149978319906
2020-03-09,110,2.041392685158225,35.0,1.5440680443502757
2020-03-10,119,2.0755469613925306,42.0,1.6232492903979006
2020-03-11,128,2.1072099696478683,47.0,1.6720978579357175
2020-03-12,130,2.113943352306837,46.0,1.662757831681574
2020-03-13,140,2.146128035678238,49.0,1.6901960800285136
2020-03-14,144,2.1583624920952498,47.0,1.6720978579357175
2020-03-15,148,2.1702617153949575,45.0,1.6532125137753437
2020-03-16,150,2.1760912590556813,40.0,1.6020599913279623
2020-03-18,153,2.184691430817599,25.0,1.3979400086720377
2020-03-19,156,2.1931245983544616,26.0,1.414973347970818
2020-03-21,159,2.2013971243204513,15.0,1.1760912590556813
2020-03-22,160,2.2041199826559246,12.0,1.0791812460476249
2020-03-23,161,2.2068258760318495,11.0,1.0413926851582251
2020-03-24,163,2.2121876044039577,13.0,1.1139433523068367
2020-03-25,164,2.214843848047698,11.0,1.0413926851582251
2020-03-26,165,2.2174839442139063,9.0,0.9542425094393249
2020-03-27,169,2.2278867046136734,13.0,1.1139433523068367
2020-03-29,172,2.2355284469075487,12.0,1.0791812460476249
2020-03-30,173,2.2380461031287955,12.0,1.0791812460476249
2020-03-31,175,2.2430380486862944,12.0,1.0791812460476249
2020-04-01,178,2.250420002308894,14.0,1.146128035678238
2020-04-02,183,2.2624510897304293,18.0,1.255272505103306
2020-04-03,187,2.271841606536499,18.0,1.255272505103306
2020-04-04,188,2.27415784926368,19.0,1.2787536009528289
2020-04-05,189,2.2764618041732443,17.0,1.2304489213782739
