,cumsum,log10_cumsum,rolling,log10_rolling
2020-03-14,1,0.0,1.0,0.0
2020-03-25,2,0.301,1.0,0.0
2020-03-31,3,0.477,1.0,0.0
2020-04-01,5,0.699,1.5,0.176
2020-04-02,7,0.845,1.6666666666666667,0.222
2020-04-03,9,0.954,1.75,0.243
2020-04-04,10,1.0,1.6,0.204
2020-04-05,11,1.041,1.5,0.176
2020-04-07,12,1.079,1.5,0.176
2020-04-10,13,1.114,1.0,0.0
2020-04-17,14,1.146,1.0,0.0
2020-04-22,47,1.672,17.0,1.23
2020-04-23,61,1.785,16.0,1.204
2020-04-24,105,2.021,30.333333333333332,1.482
2020-04-25,162,2.21,37.0,1.568
