,cumsum,log10_cumsum,rolling,log10_rolling
2020-03-01,1,0.0,1.0,0.0
2020-03-03,3,0.477,3.0,0.477
2020-03-05,4,0.602,4.0,0.602
2020-03-06,8,0.903,8.0,0.903
2020-03-07,10,1.0,10.0,1.0
2020-03-08,12,1.079,11.0,1.041
2020-03-09,16,1.204,15.0,1.176
2020-03-10,25,1.398,22.0,1.342
2020-03-11,38,1.58,35.0,1.544
2020-03-12,46,1.663,42.0,1.623
2020-03-13,56,1.748,48.0,1.681
2020-03-14,67,1.826,57.0,1.756
2020-03-15,79,1.898,67.0,1.826
2020-03-16,84,1.924,68.0,1.833
2020-03-17,85,1.929,60.0,1.778
2020-03-18,90,1.954,52.0,1.716
2020-03-19,94,1.973,48.0,1.681
2020-03-20,100,2.0,44.0,1.643
2020-03-21,106,2.025,39.0,1.591
2020-03-22,112,2.049,33.0,1.519
2020-03-23,114,2.057,30.0,1.477
2020-03-24,118,2.072,33.0,1.519
2020-03-26,119,2.076,25.0,1.398
2020-03-27,123,2.09,23.0,1.362
2020-03-28,131,2.117,25.0,1.398
2020-03-29,133,2.124,21.0,1.322
2020-03-30,138,2.14,24.0,1.38
2020-03-31,156,2.193,38.0,1.58
2020-04-01,164,2.215,46.0,1.663
2020-04-02,172,2.236,53.0,1.724
2020-04-03,182,2.26,59.0,1.771
2020-04-04,195,2.29,64.0,1.806
2020-04-05,211,2.324,78.0,1.892
2020-04-06,213,2.328,75.0,1.875
2020-04-07,229,2.36,73.0,1.863
2020-04-08,244,2.387,80.0,1.903
