,cumsum,log10_cumsum,rolling,log10_rolling
2020-03-30,1,0.0,1.0,0.0
2020-03-31,4,0.602,2.0,0.301
2020-04-01,7,0.845,2.3333333333333335,0.368
2020-04-02,8,0.903,2.0,0.301
2020-04-04,10,1.0,2.0,0.301
2020-04-06,12,1.079,2.2,0.342
2020-04-07,13,1.114,1.8,0.255
2020-04-08,15,1.176,1.6,0.204
2020-04-09,20,1.301,2.4,0.38
2020-04-10,22,1.342,2.3333333333333335,0.368
2020-04-11,29,1.462,3.1666666666666665,0.501
2020-04-12,41,1.613,4.428571428571429,0.646
2020-04-13,46,1.663,4.857142857142857,0.686
2020-04-14,52,1.716,5.571428571428571,0.746
